repository_name_with_owner;Project;description;repository_url;commit_hash
hudson3-plugins/cppcheck-plugin;cppcheck-plugin;This plugin generates the trend report for CppCheck.;https://github.com/hudson3-plugins/cppcheck-plugin;HEAD
hudson3-plugins/email-ext-plugin;email-ext-plugin;Hudson Email Extension Plugin;https://github.com/hudson3-plugins/email-ext-plugin;ecb603e7b102a952d692504cd1e1d6b0d4b9df08
hudson3-plugins/instant-messaging-parent-plugin;instant-messaging-parent-plugin;The instant messaging parent plugin.;https://github.com/hudson3-plugins/instant-messaging-parent-plugin;b80e3811e134ba6fadcc56d43e3827e846dde595
hudson3-plugins/jfreechart-plugin;jfreechart-plugin;This Plugin provides support for Graphing using JFreecart library.;https://github.com/hudson3-plugins/jfreechart-plugin;454d3ea9a803aa2381d829148b31178d3db3d7c6
hudson3-plugins/jna-native-support-plugin;jna-native-support-plugin;Plugin provides support for Native Access using JNA library.;https://github.com/hudson3-plugins/jna-native-support-plugin;265a6818e58e275afb3d83f4b6cc10942d74d988
hudson3-plugins/job-node-stalker-plugin;job-node-stalker-plugin;Makes this job execute on the last execution node of another job;https://github.com/hudson3-plugins/job-node-stalker-plugin;4f2b367484cfc0e56a967f5811e0942a1c152431
hudson3-plugins/nodejs-plugin;nodejs-plugin;Executes NodeJS script as a build step.;https://github.com/hudson3-plugins/nodejs-plugin;65b5246f1de2781b41f9b82b6c51c36d0df0b512
hudson3-plugins/svn-tag-plugin;svn-tag-plugin;SVN Tag plugin;https://github.com/hudson3-plugins/svn-tag-plugin;e0958d2424953bde2e4a532452e5c4739ed2e686
hudson3-plugins/xunit-plugin;xunit-plugin;xUnit plugin;https://github.com/hudson3-plugins/xunit-plugin;49b5d2a67ee2d9181f4f89a391539fcdb35a26fe
HugoRedon/Materia;Materia;Thermodynamics properties and        equilibria calculations for        chemical engineering.;https://github.com/HugoRedon/Materia;7f690be687ca0882d531724b1ae93f94784ad47d
huherto/springyRecords;springyRecords;A Record Mapper on top of spring-jdbc;https://github.com/huherto/springyRecords;1e9434be2163fcb94eaf08c2e748506464b3095c
Hurence/logisland;logisland;Complex event processing & patterns mining at scale;https://github.com/Hurence/logisland;99e4172ed04677a36d363bb0034d929a01e6f64e
huxi/huxi-gradle-plugins;huxi-gradle-plugins;Plugin providing the ability to sign artifacts and pom before uploading to a repository.;https://github.com/huxi/huxi-gradle-plugins;b489a31fa77603388f8e046d79ee87c8b9bcbb74
huxi/lilith;lilith;This file is part of Lilith. It contains XML I/O for EventSource.;https://github.com/huxi/lilith;bd8fa9a9e9ee593b6f52e10368b02a4488fe274f
huxi/sulky;sulky;This file is part of the sulky modules. It contains the definition of conditions and the implementation of some purpose conditions.;https://github.com/huxi/sulky;759d17c58e406077d0fe9b5ecbcae59e7f9150ac
Hygieia/Hygieia;Hygieia;Core package shared by API layer and Microservices;https://github.com/capitalone/Hygieia;a43e702558e75c986505e32388dc2007dc0b75d3
hyleung/ratpack-zipkin;ratpack-zipkin;Zipkin support for Ratpack;https://github.com/hyleung/ratpack-zipkin;3c9e4b05e3f5fab034c1f7832fffce8a55c311d3
Hylke1982/jersey-spring-exposed-test-framework-core;jersey-spring-exposed-test-framework-core;A extension on the Jersey grizzly test framework, you're now able to expose the         Spring Framework application context within those tests.;https://github.com/Hylke1982/jersey-spring-exposed-test-framework-core;1221ac999493fc79267cdd4587b8152c4de0a6de
Hylke1982/PoiParser;PoiParser; PoiParser allows to read/write 2-dimensional datasets from Excel/POI files using Apache-POI and annotations. ;https://github.com/Hylke1982/PoiParser;ef6c89d6b9b6a1051731ada5994bd0e0302f4e66
hynnet/httpclient-util;httpclient-util;hynnet API written in Java;https://github.com/hynnet/httpclient-util;eed21a24b86f42a5179d222c8a4914baef943ea2
hypercube1024/firefly;firefly; Firefly framework helps you create a java web application easy and quickly. It provides MVC framework with HTTP Server and many other useful components for developing web applications. It means you can easy deploy your web without any other java web containers, in short , it's containerless. It taps into the fullest potential of hardware using SEDA architecture, a highly customizable thread model. ;https://github.com/hypercube1024/firefly;ed3fc75b7c54a65b1e7d8141d01b49144bb423a3
hyunjun19/axu4j;axu4j;AXU for Java;https://github.com/axisj-com/axu4j;a7eaf698a4ebe160b4ba22789fc543cdc50b3d64
IanDarwin/darwinsys-api;darwinsys-api;" Ian Darwin's random assortment of Java stuff, masquerading as a coherent ""API"" ";https://github.com/IanDarwin/darwinsys-api;a35010931c9d3b9ddf53776078d31f0830bc8f79
ian-kent/RhUnit;RhUnit;A qUnit compatible javascript unit testing framework for Rhino;https://github.com/ian-kent/RhUnit;6c467c9a4f50dba7fac0f6c41adb854906ccc60b
ibek/issue-keeper;issue-keeper;Issue keeper is a tracking tool which makes the tests skipped in advance when they are blocked by the open issues.;https://github.com/ibek/issue-keeper;778ea910c3216ff3425c5ab59285e62b79b5fbaa
ibinti/bugvm;bugvm; BugVM fork of Soot - A Java optimization framework ;https://github.com/bugvm/bugvm;835903ed3b9d0940ccdded6cfa0b5814645cd142
IBM-Cloud/gp-java-client;gp-java-client; Java client SDK for Globalization Pipeline on IBM Bluemix providing JDK ResourceBundle integration and Java APIs for Globalization Pipeline's REST endpoints. ;https://github.com/IBM-Bluemix/gp-java-client;48d42541790943c44260c4e49498594d374cc88c
ical4j/ical4j-zoneinfo-outlook;ical4j-zoneinfo-outlook;MS Outlook-compatible Timezone Definitions ;https://github.com/ical4j/ical4j-zoneinfo-outlook;87c7b511e2867774c0eac9369dbb5bc437083926
icegem/icegem;icegem;A collection of utilities for GemFire (serialization, management);https://github.com/icegem/icegem;d5dbb82c4913f191738ad6aad9edd9c0a3bf0dfc
icha024/cloudant-spring-boot-starter;cloudant-spring-boot-starter;Spring Boot Starter Cloudant;https://github.com/icha024/cloudant-spring-boot-starter;4fec4e208f7ca31b6b088520bd6fee4467771d64
icode/ameba;ameba;A useful Java framework!;https://github.com/intelligentcode/ameba;9d4956e935898e41331b2745e400ef869cd265e0
icode/ameba-cache;ameba-cache;A useful Java framework cache!;https://github.com/intelligentcode/ameba-cache;3ab0e27833b15a2fdb4cba00bd464888780b2cc0
icode/ameba-utils;ameba-utils;A useful Java framework utils!;https://github.com/intelligentcode/ameba-utils;1aad5317a22e546c83dfe2dc0c80a1dc1fa0ea35
icoloma/jackson4gae;jackson4gae;Jackson4GAE is a collection of Jackson serializers and deserializers of common Google AppEngine data types.;https://github.com/icoloma/jackson4gae;09871ac81a435ac3d64d4e7da1d181502010c420
icoloma/queue4gae;queue4gae;Queue4GAE is a Java wrapper for the TaskQueueService included in Google AppEngine.;https://github.com/icoloma/queue4gae;2cc3219724ac93f25c534e5b8b5311ba69b99a76
icoloma/simpleds;simpleds;SimpleDS provides a simple persistence framework for Google AppEngine that gets as little in the way as possible.;https://github.com/icoloma/simpleds;b07763df98b9375b764e625f617a6c78df4b068d
icoretech/audiobox-jlib;audiobox-jlib;Next generation Java library for AudioBox API;https://github.com/icoretech/audiobox-jlib;d99a50ed2c6d40f6a8cf9d5da45462f57d2e1433
ics-upjs/JPAZ2;jpaz2;Framework for java beginners.;https://github.com/ics-upjs/jpaz2;1140c4754d03ecacf0628a2d9e0d8f9588156d3c
ICT4H/atomfeed;atomfeed;An ATOM implementation in Java to broadcast and consume events.;https://github.com/ICT4H/atomfeed;0b507336086a7b520994d0c725616638aea08bd0
idcmp/trinidad-maven-plugin;trinidad-maven-plugin;Trinidad is a set of extensions and additional runners for the FitNesse acceptance test management tool.;https://github.com/idcmp/trinidad-maven-plugin;6998b62e36e2bc4305420ece6850da44b712aa26
idserda/java-pebble-timeline;java-pebble-timeline;Java library for the Pebble Timeline API;https://github.com/idserda/java-pebble-timeline;83de075ed546746b98d25841277ebfef5c306c90
ieb/sparsemapcontent;sparsemapcontent;Storage SPI implementation using Postgres;https://github.com/ieb/sparsemapcontent;0570fdf868adbbf7734790cbc09fe66480e5f2dc
ieg-vienna/Prefuse;Prefuse;Prefuse is a set of software tools for creating rich interactive data visualizations in the Java programming language.;https://github.com/scm:ieg-vienna/Prefuse;fa2f40d4d10fd9042151e3c5f96ce1d9e0a5a5d5
igniterealtime/jbosh;jbosh;XEP-0124: Bidirectional-streams Over Synchronous HTTP (BOSH);https://github.com/igniterealtime/jbosh;8cef8726bea43a988e1b7d554d0026d47e1124d1
igniterealtime/Smack;Smack;JXMPP core components.;https://github.com/igniterealtime/Smack;7a5886279473c06d361d2903ee60f8b0eb0d13f9
igor-suhorukov/aspectj-scripting;aspectj-scripting;Scripting extension for AspectJ agent. Allow java bytecode instrumentation at jvm startup         by using MVEL expression and execute code from maven artifacts;https://github.com/igor-suhorukov/aspectj-scripting;67b43e64599b540b26efaa3f4880994d55af1422
igor-suhorukov/jvm-metrics;jvm-metrics;Expose JVM metrics as JSON objects;https://github.com/igor-suhorukov/jvm-metrics;b0006303e6c25274fad6042ee055dd0d43786a09
ihaolin/wechat;wechat;一个简单基础的微信公众号接口工具包;https://github.com/ihaolin/wechat;57867a063a4fcb54fd3772443a5ab2bc2a09ff9e
iheartradio/open-m3u8;open-m3u8;An open source M3U8 playlist parser java library.;https://github.com/iheartradio/open-m3u8;484303af9f422d47cdba8a39935a3ce276a0739a
ihr/mongo-testbed;mongo-testbed;Facilitating Java integration test development for MongoDB;https://github.com/ihr/mongo-testbed;631e14b59e9fcf52a723788d6cc25ec1201194f2
iipc/openwayback-access-control;openwayback-access-control;web access control (exclusion oracle) tools for optional use with wayback machine;https://github.com/iipc/openwayback-access-control;1d6d19b1a465291a5860275c8ce3d22cccbaa6a1
ikasanEIP/ikasan;ikasan;Ikasan Projects Parent;https://github.com/ikasanEIP/ikasan;bd9255454e3c1ff4b38afc7a1a0d3aa37a877efa
ikegami-yukino/neologdn-java;neologdn-java;Japanese text normalizer for mecab-neologd;https://github.com/ikegami-yukino/neologdn-java;33c92e213004c1365af6b05962e908f853ef1a28
imagej/ij1-patcher;ij1-patcher;This project offers extension points for use with ImageJ2 and it also offers (limited) support for headless operations.;https://github.com/imagej/ij1-patcher;6ddc94c6e433d869942605bc9a7ec5bed8473b63
imaginatelabs/shellbert;shellbert;A small java library to easily run and process shell commands on the local operating system.;https://github.com/imaginatelabs/shellbert;6d4d26c7162af3ac63506c2e2a1428327c6feee7
imamchishty/exception-controller-spring;exception-controller-spring;Global Exception Handler for Spring.;https://github.com/imamchishty/exception-controller-spring;b712b48412d7d6ca1a1c9874abdd587c728041e4
imamchishty/exception-core;exception-core;Generic Exception Library to be used with HTTP services.;https://github.com/imamchishty/exception-core;cab0578054de4f2a260893147425e038c5cf3d0d
imamchishty/requestbody-cache-filter;requestbody-cache-filter;Servlet filter caches the request body of HTTP request. Request Body is available via a ThreadLocal.;https://github.com/imamchishty/requestbody-cache-filter;d2209c87fe1a0465157a0f153e86c69fed691da1
imamchishty/spring-actuator;spring-actuator;Global Exception Handler for Spring.;https://github.com/imamchishty/spring-actuator;eb796aa8c9ecf2bf3bb37a27fbfed8bce25d8f3f
imamchishty/trace-request-filter;trace-request-filter;Servlet filter that creates a unique Request ID if one not available in the header.;https://github.com/imamchishty/trace-request-filter;344cc36b8667259cd96e2c21160941e4d98075d3
imgflo/imgflo-url-java;imgflo-url-java;Conveniently produce authorized imgflo URLs on the JVM;https://github.com/the-grid/imgflo-url-java;c8ec84b9f9adf67ed781f48137ae34aa62d92229
imintel/ddmsence;ddmsence;"DDMSence (pronounced ""dee-dee-em-Essence"") is the only open-source Java library that fully supports the         DoD Discovery Metadata Specification (DDMS).";https://github.com/imintel/ddmsence;03c697c1119b44fc29f82eeb3740fc01e07fc531
imintel/mbtiles4j;mbtiles4j;A reader/writer for MBTiles;https://github.com/imintel/mbtiles4j;75a7dd435188bccfcb6bed50fe50e3f5f95151b4
imintel/osm-parser;osm-parser;A parser for osm xml files.;https://github.com/imintel/osm-parser;050432571ac123bd120f56dbf2d4f8886e89f050
imixs/imixs-workflow;imixs-workflow; Imixs Workflow provides a platform for an open and standardized workflow technology. This is the meta project for the Imixs Workflow artefacts imixs-workflow-core, imixs-workflow-engine, imixs-workflow-faces and imixs-workflow-jax-rs ;https://github.com/imixs/imixs-workflow;c8c08fe3eee85c14b99bf9cb4f73f1eb53b00e46
imminent/Prestige;prestige;MVC pattern for Android.;https://github.com/imminent/prestige;346b7b37fdfe5fe3e6c5b805f06f09cb3f90d240
ImmobilienScout24/appmon4j;appmon4j;A lightweight application monitoring framework;https://github.com/ImmobilienScout24/appmon4j;3992921cc09cbf3585a11ce4ebd202d04d57dd0a
ImmobilienScout24/deadcode4j;deadcode4j;Finds unused classes of a project;https://github.com/ImmobilienScout24/deadcode4j;7f28203e4307f502dd8305952d750282d889eb48
ImmobilienScout24/hystrix-codahale-metrics-publisher;hystrix-codahale-metrics-publisher;This is an implementation of HystrixMetricsPublisher that publishes metrics using Codahale Metrics.;https://github.com/ImmobilienScout24/hystrix-codahale-metrics-publisher;f3c1a4b68716ae2544a2e01946bfc90b5239f109
ImmobilienScout24/illegal-transitive-dependency-check;illegal-transitive-dependency-check;This rule checks whether the code uses classes of another module through transitive dependencies.;https://github.com/ImmobilienScout24/illegal-transitive-dependency-check;65179f508e896782283a307ab4640a31a0461a21
ImmobilienScout24/spring-base64-url-decoder;spring-base64-url-decoder;This annotation delivers a annotation and adds a HandlerMethodArgumentResolver to the Spring MVC framework.;https://github.com/ImmobilienScout24/spring-base64-url-decoder;f77c1f7d42ff11feaba526a4f0326d2ab27f62df
impactcentre/digitisation-utils;digitisation-utils;Some utils;https://github.com/impactcentre/digitisation-utils;7b3f108a10b0649a09eb5e2ff2731e3bc117fba0
impinj/itemsense-java;java-itemsense-client;ItemSense API Client Wrapper;https://github.com/impinj/java-itemsense-client;f5a459dfb6687ff95e29f7cf5b6a8bfda112c96b
impossibl/pgjdbc-ng;pgjdbc-ng;A new JDBC driver for PostgreSQL aimed at supporting the advanced features of JDBC and Postgres.;https://github.com/impossibl/pgjdbc-ng;61c59d82d76dafb50c9040562f06c804c316a072
impossibl/stencil;stencil;Stencil Template Engine Runtime;https://github.com/impossibl/stencil;4aac1be605542b4248be95bf8916be4e2f755d1c
IMSGlobal/basiclti-util-java;basiclti-util-java;BasicLTI Utilities are a set of utility classes to aid in the development of BasicLTI consumers and providers. They deal with much of the heavy lifting and make the process more opaque to the developer.;https://github.com/IMSGlobal/basiclti-util-java;903343b38dfe15cfcb46ced13d34148cabfaabc1
imsweb/algorithms;algorithms;Java implementation of cancer-related algorithms (NHIA, NAPIIA, Survival Time, etc...);https://github.com/imsweb/algorithms;cb4fd44d46356d59eef29854ea0fe07699afdcce
imsweb/data-generator;data-generator;This Java library can be used to create synthetic data files.;https://github.com/imsweb/data-generator;0ebda7544246e3ec14b17fd27f58504a536247da
imsweb/mph;mph;Java implementation of the Multiple Primary and Histology Coding Rules.;https://github.com/imsweb/mph;4082e5bdd49314980f17c697efc365df7b0de2e9
imsweb/seerapi-client-java;seerapi-client-java;A complete API mapping for SEER*API in Java;https://github.com/imsweb/seerapi-client-java;97298ae652425dc2a05cd4ff1b2fa7c1b9d06689
imsweb/staging-client-java;staging-client-java;A cancer staging client library;https://github.com/imsweb/staging-client-java;b79dc736e6a4ad1e2c33c5e26943001c114f71d4
imsweb/validation;validation;This framework allows edits to be defined in Groovy and to be executed on various data types.;https://github.com/imsweb/validation;0b6fc178da286f001a30d2725ae3b793d40daa4a
imyousuf/smart-util;smart-util;This project basically aims to create Utility libraries for wide range         of use.;https://github.com/imyousuf/smart-util;37543d6f6aee515b6344cf9a2fbd4bbe097b6c78
inaiat/jqplot4java;jqplot4java;This project provides a Java library for utilizing JqPlot Pure Javascript (http://www.jqplot.com/).;https://github.com/inaiat/jqplot4java;35bcd17749442e88695df0438c8330a65a3977cc
Inbot/inbot-datemath;inbot-datemath;Utility class for parsing textual descriptions of time to java 8 Instant;https://github.com/inbot/inbot-datemath;0ed6be1d5b517d386efb5196895549450ca27d4f
Inbot/inbot-utils;inbot-utils;Misc utility classes we use at Inbot that are probably useful for a broader public.;https://github.com/inbot/inbot-utils;3112bc08d4237e95fe0f8a219a5bbceb390d0505
inca/circumflex;circumflex;Circumflex is a set of software components for quick and robust application     development using Scala programming language.;https://github.com/inca/circumflex;a02b10c5bcd1d47a2dade8fd93638240451e7da1
Indicative/Indicative-Java;Indicative-Java;Java Client for Indicative's REST API;https://github.com/Indicative/Indicative-Java;84eb29a2d6c2090b27bfe9cf9fbfb93def13d1bc
IndicoDataSolutions/IndicoIo-Java;indicoio-Java;A Java Wrapper for indico. Use pre-built state of the art machine learning algorithms with a single line of code.;https://github.com/IndicoDataSolutions/indicoio-Java;8f4b695f30d7de98afec7180b1dd54008750bbf3
indix/indix-api-java;apiv2-java-client;Java client which is used to access API V2 endpoints;https://github.com/ind9/apiv2-java-client;8eea97ae792701c807d8f80a8547e40238a5e812
Indoqa/indoqa-boot;indoqa-boot;Basic infrastructure for RESTful applications based on Spark and Spring.;https://github.com/Indoqa/indoqa-boot;890c9f220d888ff66fe76223cc24b1187162996d
Indoqa/solr-spring-server;solr-spring-server;A Solr Server Factory for Spring;https://github.com/Indoqa/solr-spring-server;a0cf87e2a2b78e37fdd445dd39a0815a3c365229
inductiveautomation/uanodeset-parser;uanodeset-parser;A parser and node-generator for XML files conforming to the UANodeSet schema. See http://opcfoundation.org/UA/schemas/1.02/UANodeSet.xsd.;https://github.com/digitalpetri/uanodeset-parser;534be18c06623b61efd5624ed49b6d03875f7ca2
inexas/fsm;fsm;FSM - Finite State Machine;https://github.com/inexas/fsm;5ffc0252b443c2a0331bff18960e9463c06f5fec
inexas/tad;tad;TAD - Thread Attached Data;https://github.com/inexas/tad;958fdfa667cb9e24669199555c73f457c56f29cd
InferlyticsOSS/druidlet;druidlet;Embedded Druid for testing;https://github.com/InferlyticsOSS/druidlet;984beb6519ae9f04df44961553ca2b195521c87d
inferred/FreeBuilder;freebuilder;Automatic generation of the Builder pattern for Java 1.6+;https://github.com/google/freebuilder;197d43fa330bb56285c2fe74624cdd52b5f33f3c
infinispan/infinispan;infinispan;Infinispan Embedded Query All-in-One module Integration Tests;https://github.com/infinispan/infinispan;7320317f9ea183a3ae61b3eba34e480285b97450
infinispan/infinispan-cachestore-redis;infinispan-cachestore-redis;Infinispan CacheStore using Redis;https://github.com/infinispan/infinispan-cachestore-redis;c6da5b459bf1358f9c23c3b529a38c9e9d4d4d62
infiniteam/avacodo;avacodo;Account validation and conversion for German bank accounts;https://github.com/infiniteam/avacodo;87e53e31ba0db3bb59c9794e35e8a5fc7ca33825
influxdata/influxdb-java;influxdb-java;Java API to access the InfluxDB REST API;https://github.com/influxdb/influxdb-java;dec5fa9295b33b29ff3fa35ec005996e76e6f367
infobip/oneapi-java;oneapi-java;API client in Java for Infobip's OneAPI (https://developer.infobip.com/api).;https://github.com/infobip/oneapi-java;cad9d84cfb6c497bef5a6876f7798781ff486dd9
infogen7/infogen_combine;infogen_combine;分布式服务框架;https://github.com/infogen7/infogen_combine;ac19943494aaf73b38e1288b5e38a5126d5c0519
Infoglobo/Kvalito;Kvalito;Kvalito v3;https://github.com/Infoglobo/Kvalito;986288e5330be9a4ffc5b01449f6352cc6499b98
infradna/bridge-method-injector;bridge-method-injector;Evolve your classes without breaking compatibility;https://github.com/infradna/bridge-method-injector;f593a9543160a11981619c92ecccb35c65e5b7a4
infradna/selenium-client-factory;selenium-client-factory;Making Selenium tests more reusable;https://github.com/infradna/selenium-client-factory;c72b914967445cb0d1a3da7a8ac75f66b2e5061a
InfTec/ju-util-parent;ju-util;General utility functions;https://github.com/InfTec/ju-util;b7cecbe276f2e74d9b3afde5773654f308a04325
ingenieux/elasticsearch-newrelic-plugin;elasticsearch-newrelic-plugin;New Relic monitoring plugin for Elasticsearch - Ported from Graphite Original;https://github.com/ingenieux/elasticsearch-newrelic-plugin;cafb96e7875bce50b5478a8f420fbc9812e774bf
ingwarsw/sputnik-maven-plugin;sputnik-maven-plugin;Sputnik maven plugin;https://github.com/ingwarsw/sputnik-maven-plugin;dee87db1ccc3d3a09c63d7ae4faef285af9add29
inigo/maven-licensing-plugin;maven-licensing-plugin;A Maven plugin that displays the licenses of compile-time Maven dependencies.;https://github.com/inigo/maven-licensing-plugin;a182ea964d5ab0e56addb7151c06dbe48a0a28e4
inigo/xspec-scala-xslt-testing;xspec-scala-xslt-testing;A Scala Specs2 extension for testing XSLT with XSpec;https://github.com/inigo/xspec-scala-xslt-testing;5e438e2a2bd3bc8bb3d891e697633bfd918c5d49
inkstand-io/scribble;scribble;"A testing framework for developing unit tests that required 	a JCR repository. The framework contains mock repositories, assertion 	and other helper classes.";https://github.com/moskitoli/scribble;66e67553bad4b1ff817e1715fd1d3dd833406744
inloop/easyrelease;easyrelease;Gradle plugin for Android projects that helps with signing release APKs;https://github.com/inloop/easyrelease;3a15b7271d19930f0952781aaba6b1549065be9d
inner-loop/java-neo4j-client;java-neo4j-client;A compact Java driver that supports graph formats for standalone Neo4J instances.;https://github.com/inner-loop/java-neo4j-client;225c753d13e5c6ffbdcf9954289e88374c565e5e
inner-loop/spring-neo4j-ogm;spring-neo4j-ogm;Spring integration for Java Neo4J Object Graph Mapper (OGM);https://github.com/inner-loop/spring-neo4j-ogm;9bb37edb4f95474c19b3da37883b9014061a8036
innjj/jrouter;jrouter; jrouter是一个基于对象方法架构的开源轻量级Java容器。它专注于方法的映射、调用、拦截和结果处理，采用基于配置和注解的方式来抽取和收集程序中对象的方法（method）以用于HTTP控制器，Web服务，RPC，各种应用等。 ;https://github.com/innjj/jrouter;e028e6591be03dbd049c728fcf96c365b5efd927
innjj/jrouter-servlet;jrouter-servlet;jrouter for servlet;https://github.com/innjj/jrouter-servlet;80337cb74a78b405eeeddad8bc4cd034b37256ad
innoq/LiQID;LiQID;LDAP innoQ ID Manager;https://github.com/innoq/LiQID;ae3de2c1fd78c40219780d510eba57c931901279
innoq/QMQP-Java;QMQP-Java;QMQP Client Library for Java;https://github.com/innoq/QMQP-Java;db763d4d81af0c66065aacaeb7ca439a608791bc
InnovaCo/binders-cassandra;binders-cassandra;binders-cassandra;https://github.com/InnovaCo/binders-cassandra;017e50caaa06a8be610065a1bbcee3b9c4a4e37e
inocybe/sdndocs-maven-plugin;sdndocs-maven-plugin;Generates a XHTML and API documents.;https://github.com/inocybe/sdndocs-maven-plugin;f7701ac89cb2ae6579d46dd7ffec66e2764781e6
inpaas/inpaas-httpclient;inpaas-httpclient;HTTP Client for REST and SOAP Services;https://github.com/inpaas/inpaas-httpclient;466a028477604c9e309eb093011e8d497dd4e070
InsideZhou/Instep;Instep;Tools are designed to make coding easier.;https://github.com/InsideZhou/Instep;ca095cb723cd799ac3f630f0c9a9421deee86297
InsightLab/graphast;graphast;Graphast Core API;https://github.com/ARiDa/graphast;b81d10c1ea8378e1fb9fcb545dd75d5e6308fd24
instacount/appengine-counter;appengine-counter;A sharded-counter implementation for Google Appengine from UpSwell;https://github.com/theupswell/appengine-counter;60aa86ab28f173ec1642539926b69924b8bda238
int128/gradle-ssh-plugin;gradle-ssh-plugin;Gradle SSH Plugin provides remote command execution and file transfer capabilities via SSH;https://github.com/int128/gradle-ssh-plugin;a6ed04542c2e0c1fda01416f57cd7ffcec2c02f1
integration-technology/amazon-mws-orders;amazon-mws-orders;Amazon MWS Orders API Client Library POM;https://github.com/integration-technology/amazon-mws-orders;042e8cd5b10588a30150222bf9c91faf4f130b3c
intel/jndn-utils;jndn-utils;Collection of tools to simplify synchronous and asynchronous data transfer over the NDN network;https://github.com/01org/jndn-utils;b4f2fb28e48d8a4bc18410ec6c932c0c229f8884
Intelecom/smsgw-client-java;smsgw-client-java;Client library for the Intelecom SMS Gateway application;https://github.com/Intelecom/smsgw-client-java;bd49869e9de7c7dea800d062bc0a4dbe9f76e96f
Intel-HLS/GenomicsDB;GenomicsDB;A C++ layer on top of TileDB for storing and querying variants;https://github.com/Intel-HLS/GenomicsDB;0ad5451950661900c8e6c9db0c084ebecdf2351f
Intel-HLS/GKL;GKL;Genomics compute kernels optimized for Intel Architecture;https://github.com/Intel-HLS/GKL;c071276633f01d8198198fb40df468a0dffb0d41
intellimate/izou-pf4j;izou-pf4j;Plugin Framework for Java, fork from: https://github.com/decebals/pf4j         with minor changes to work with Izou;https://github.com/intellimate/izou-pf4j;f332960d80e7f0a9b4a231787447ba98dd59ce4c
interedition/collatex;collatex;Software for collating textual sources, for example, to produce an apparatus.;https://github.com/interedition/collatex;91718dc5144eb8ad12684e48606d1c670d1c24db
interedition/text;text;Stand-off Markup/Annotation Text Model;https://github.com/interedition/text;b5ee8b2a4770123c2e66164c871eaf1ec55c2d35
interfax/interfax-java;interfax-java;Library that enables using InterFAX HTTP APIs using Java;https://github.com/interfax/interfax-java;0dab5f1cc7914784e192c43ade4e470fcafb31f3
Internet2/grouper;grouper;Internet2 Groups Management Toolkit - Parent Project;https://github.com/Internet2/grouper;HEAD
Internet2/grouper-psp;grouper-psp;An incomplete SPMLv2 provisioning service provider supporting calc, diff, and sync operations whose provisioning data   is calculated by a Shibboleth attribute resolver.;https://github.com/Internet2/grouper-psp;6f69bf92a698f09672f95a3f3a9c653d2218e27a
internetitem/logback-elasticsearch-appender;logback-elasticsearch-appender;Send log events directly from Logback to Elasticsearch;https://github.com/internetitem/logback-elasticsearch-appender;c708131107e56570674b1a59f241a8b782cfa60f
intersystems-ru/languagemodel-slavic;languagemodel-slavic;Slavic Language Model for use with iKnow/iFind;https://github.com/intersystems-ru/languagemodel-slavic;bfa0f5fd1b41ffe6d26dcc1bb30d1e84278b8e77
in-the-keyhole/khs-sherpa;khs-sherpa;JSON remote data end point service via HTTP;https://github.com/in-the-keyhole/khs-sherpa;c2d4a49abac04c859090f637bdb84eac926a394a
in-the-keyhole/khs-sherpa-guice;khs-sherpa-guice;Guice support for Sherpa.;https://github.com/in-the-keyhole/khs-sherpa-guice;a0a7faf31821800a6f22e8aa10bca2439e1387c6
in-the-keyhole/khs-sherpa-spring;khs-sherpa-spring;Spring support for Sherpa.;https://github.com/in-the-keyhole/khs-sherpa-spring;937c99dc231ab9d9a37549fb36e4e36dd4fc292e
intive-FDV/DynamicJasper;DynamicJasper; DynamicJasper (DJ) is an API that hides the complexity of Jasper Reports, it helps developers to save time when designing simple/medium complexity reports generating the layout of the report elements automatically. It creates reports dynamically, defining at runtime the columns, column width (auto width), groups, variables, fonts, charts, crosstabs, sub reports (that can also be dynamic), page size and everything else that you can define at design time. DJ keeps full compatibility with Jasper Reports since it's a tool that helps create reports programmatically in a easy way (it only interferes with the creation of the report design doing the layout of the elements). You can use the classic .jrxml files as templates while the content and layout of the report elements are handled by the DJ API. http://dynamicjasper.com ;https://github.com/FDVSolutions/DynamicJasper;fc6c76e7b2974f9538278c7951efc881fce582e7
intuit/QuickBooks-V3-Java-SDK;QuickBooks-V3-Java-SDK;IPP Java V3 DevKit Parent project for development and test projects;https://github.com/intuit/QuickBooks-V3-Java-SDK;eaeb2e6ce90cb442dc966af92d9ad97132fa438f
intuit/wasabi;wasabi;Opinionated micro-service kernel.;https://github.com/intuit/wasabi;eaac73406a80ca75fb9423bdf3faada67f955083
inversoft/jackson5;jackson5;A set of Jackson serializers and deserializers used in Inversoft CleanSpeak and Inversoft Passport;https://github.com/inversoft/jackson5;f4f3f925be761be9606f8a6c5467c4bee609d4f2
inversoft/restify;restify;The Java 8 REST Client used in our commercial REST Client libraries such as Passport Java Client and our Java 8 Chef Client called Barista;https://github.com/inversoft/restify;5fa1bd90a820292846e4638fa6ab7cc873064aa2
io7m/jequality;jequality;Equality handling (Core);https://github.com/io7m/jequality;e143edb4608e71ff938183a3385c488b1c127bb0
io7m/jfunctional;jfunctional;Functional types (Core);https://github.com/io7m/jfunctional;165e6476b8fa8a41925d6c5289a7dfd9fa739874
